qseqid	ID	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalues	bitscore	annotation
734-augustus_masked-AIE_1-5050	gnl|TC-DB|P39924|2.A.1.1.110	67.5	311	101	0	1	933	230	540	2.30E-122	435.3	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
734-augustus_masked-AIE_1-5050	gnl|TC-DB|P54854|2.A.1.1.107	67.4	313	102	0	1	939	233	545	2.30E-122	435.3	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
734-augustus_masked-AIE_1-5050	gnl|TC-DB|Q2MDH1|2.A.1.1.67	61.6	331	120	2	1	972	216	546	3.90E-114	407.9	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
734-augustus_masked-AIE_1-5050	gnl|TC-DB|Q8J0U9|2.A.1.1.58	47.2	307	159	2	1	921	224	527	2.30E-74	275.8	Monosaccharide transporter - Aspergillus niger.
734-augustus_masked-AIE_1-5050	gnl|TC-DB|Q400D8|2.A.1.1.36	47.2	307	157	3	1	918	222	524	4.90E-72	268.1	Putative low affinity glucose transporter MstE - Emericella nidulans (Aspergillus nidulans).
740-augustus_masked-AIE_1-5050	gnl|TC-DB|P52918|9.A.50.1.1	98.8	1224	15	0	1	3672	1	1224	0	2422.5	Protein MSN5 OS=Saccharomyces cerevisiae GN=MSN5 PE=1 SV=1
741-augustus_masked-CCH_4-6757	gnl|TC-DB|P43548|2.A.3.10.14	82.8	518	89	0	7	1560	20	537	2.50E-256	880.9	General amino acid permease AGP3 - Saccharomyces cerevisiae (Baker's yeast).
742-augustus_masked-YBR-7232	gnl|TC-DB|P39709|2.A.1.14.37	94.9	593	30	0	1	1779	1	593	0	1149.4	Probable transporter SEO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEO1 PE=1 SV=1
744-augustus_masked-CPR_4-17586	gnl|TC-DB|P32844|1.F.2.1.1	97.5	644	16	0	1	1932	162	805	0	1249.2	Exocyst complex component SEC6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC6 PE=1 SV=2
749-augustus_masked-YDM-5142	gnl|TC-DB|P32319|9.A.63.1.1	80.8	621	115	1	1	1851	917	1537	9.50E-306	1045.4	Vacuolar protein sorting/targeting protein VPS10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEP1 PE=1 SV=1
750-augustus_masked-YDM-5142	gnl|TC-DB|P25346|2.A.1.9.7	98.8	339	4	0	1	1017	1	339	1.40E-191	665.2	Probable metabolite transport protein GIT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GIT1 PE=1 SV=1
755-augustus_masked-AHM_1-7103	gnl|TC-DB|P32467|2.A.1.1.30	96.7	576	19	0	1	1728	1	576	0	1124.4	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
755-augustus_masked-AHM_1-7103	gnl|TC-DB|P39004|2.A.1.1.31	83.7	576	88	2	1	1728	1	570	4.10E-284	973.4	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
755-augustus_masked-AHM_1-7103	gnl|TC-DB|P32465|2.A.1.1.108	74.2	574	131	3	43	1728	2	570	1.40E-252	868.6	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
755-augustus_masked-AHM_1-7103	gnl|TC-DB|P13181|2.A.1.1.6	73.2	555	146	2	55	1716	20	572	2.60E-246	847.8	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
755-augustus_masked-AHM_1-7103	gnl|TC-DB|P54862|2.A.1.1.105	70.4	565	164	2	31	1719	2	565	4.40E-238	820.5	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
755-augustus_masked-AHM_1-7103	gnl|TC-DB|P23585|2.A.1.1.111	69.5	535	159	2	58	1656	5	537	1.80E-215	745.3	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
755-augustus_masked-AHM_1-7103	gnl|TC-DB|P43581|2.A.1.1.5	67.6	531	165	2	76	1656	3	530	2.00E-214	741.9	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
755-augustus_masked-AHM_1-7103	gnl|TC-DB|Q2MDH1|2.A.1.1.67	62.3	496	184	1	172	1650	31	526	1.00E-186	649.8	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
755-augustus_masked-AHM_1-7103	gnl|TC-DB|P39924|2.A.1.1.110	57.5	539	226	2	52	1659	2	540	9.60E-185	643.3	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
755-augustus_masked-AHM_1-7103	gnl|TC-DB|P54854|2.A.1.1.107	56.4	541	233	2	40	1659	5	543	1.90E-180	629	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
755-augustus_masked-AHM_1-7103	gnl|TC-DB|Q8J0U9|2.A.1.1.58	46	474	253	2	226	1647	57	527	1.10E-124	443.7	Monosaccharide transporter - Aspergillus niger.
756-augustus_masked-AHM_1-7103	gnl|TC-DB|P32465|2.A.1.1.108	73.2	574	137	2	55	1773	13	570	4.10E-247	850.5	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
756-augustus_masked-AHM_1-7103	gnl|TC-DB|P39004|2.A.1.1.31	76.2	516	123	0	220	1767	53	568	1.20E-238	822.4	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
756-augustus_masked-AHM_1-7103	gnl|TC-DB|P32467|2.A.1.1.30	70.3	563	164	2	91	1773	15	576	3.00E-234	807.7	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
756-augustus_masked-AHM_1-7103	gnl|TC-DB|P13181|2.A.1.1.6	69.9	522	157	0	196	1761	51	572	6.50E-221	763.5	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
756-augustus_masked-AHM_1-7103	gnl|TC-DB|P54862|2.A.1.1.105	65	571	189	3	61	1767	5	566	4.40E-217	750.7	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
756-augustus_masked-AHM_1-7103	gnl|TC-DB|P43581|2.A.1.1.5	67.3	510	165	1	181	1704	22	531	2.90E-208	721.5	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
756-augustus_masked-AHM_1-7103	gnl|TC-DB|P23585|2.A.1.1.111	69	497	154	0	220	1710	44	540	2.70E-206	714.9	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
756-augustus_masked-AHM_1-7103	gnl|TC-DB|Q2MDH1|2.A.1.1.67	61.7	514	190	2	175	1695	13	526	5.10E-189	657.5	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
756-augustus_masked-AHM_1-7103	gnl|TC-DB|P39924|2.A.1.1.110	55.2	504	224	2	250	1755	55	558	5.60E-172	600.9	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
756-augustus_masked-AHM_1-7103	gnl|TC-DB|P54854|2.A.1.1.107	56.1	487	213	1	250	1707	58	544	3.40E-169	591.7	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
756-augustus_masked-AHM_1-7103	gnl|TC-DB|Q8J0U9|2.A.1.1.58	46.8	474	249	2	271	1692	57	527	1.90E-127	453	Monosaccharide transporter - Aspergillus niger.
756-augustus_masked-AHM_1-7103	gnl|TC-DB|Q400D8|2.A.1.1.36	46	474	251	3	271	1689	55	524	1.60E-121	433.3	Putative low affinity glucose transporter MstE - Emericella nidulans (Aspergillus nidulans).
762-augustus_masked-CPN_4-15699	gnl|TC-DB|P39007|9.B.142.3.14	98.6	718	10	0	109	2262	1	718	0	1424.1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STT3 PE=1 SV=2
762-augustus_masked-CPN_4-15699	gnl|TC-DB|G9P430|9.B.142.3.5	60.6	725	265	5	145	2262	19	741	1.00E-258	889.4	Glycosyltransferase family 66 protein OS=Hypocrea atroviridis (strain ATCC 20476 / IMI 206040) GN=TRIATDRAFT_148028 PE=4 SV=1
762-augustus_masked-CPN_4-15699	gnl|TC-DB|B3S136|9.B.142.3.3	53.4	691	302	8	145	2175	7	691	1.60E-211	732.6	Putative uncharacterized protein OS=Trichoplax adhaerens GN=TRIADDRAFT_36216 PE=4 SV=1
762-augustus_masked-CPN_4-15699	gnl|TC-DB|B4DJ24|9.B.142.3.4	53.7	616	261	9	379	2175	1	609	5.50E-180	627.9	cDNA FLJ58575, highly similar to Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (EC 2.4.1.119) OS=Homo sapiens PE=2 SV=1
765-augustus_masked-CDT_2-5331	gnl|TC-DB|E7NFP9|8.A.68.1.1	74	666	164	2	19	1989	7	672	1.90E-293	1004.6	Tmn2p OS=Saccharomyces cerevisiae (strain FostersO) GN=FOSTERSO_0673 PE=4 SV=1
783-augustus_masked-BBM_6-7237	gnl|TC-DB|P36033|5.B.1.5.3	55.1	721	302	4	16	2157	6	711	7.20E-230	793.5	Ferric/cupric reductase transmembrane component 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FRE2 PE=1 SV=1
784-augustus_masked-CPM_4-14712	gnl|TC-DB|P38767|2.A.66.1.5	95.4	544	25	0	1	1632	1	544	1.80E-293	1004.6	HYPOTHETICAL 64.2 KDA PROTEIN IN SLT2-PUT2 INTERGENIC REGION - Saccharomyces cerevisiae (Baker's yeast).
787-augustus_masked-YCM-7981	gnl|TC-DB|P38301|2.A.106.2.3	72.2	259	72	0	7	783	21	279	2.50E-95	345.1	GCR1-dependent translation factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GDT1 PE=1 SV=1
787-augustus_masked-YCM-7981	gnl|TC-DB|B2WDS4|2.A.106.2.5	45.1	264	119	2	61	774	249	512	1.60E-49	193	Transmembrane protein PFT27 OS=Pyrenophora tritici-repentis (strain Pt-1C-BFP) GN=PTRG_08297 PE=4 SV=1
792-augustus_masked-AVB_8-8054	gnl|TC-DB|P39925|3.A.29.1.1	94.8	733	36	1	1	2193	29	761	0	1303.9	Mitochondrial respiratory chain complexes assembly protein AFG3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AFG3 PE=1 SV=1
792-augustus_masked-AVB_8-8054	gnl|TC-DB|P40341|3.A.29.1.1	59.4	638	236	6	262	2148	177	800	1.90E-209	725.7	Mitochondrial respiratory chain complexes assembly protein YTA12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YTA12 PE=1 SV=2
792-augustus_masked-AVB_8-8054	gnl|TC-DB|Q9N3T5|3.A.29.1.2	54	609	253	13	340	2124	144	739	1.50E-163	573.2	AFG3-like protein spg-7 OS=Caenorhabditis elegans OX=6239 GN=spg-7 PE=3 SV=2
794-augustus_masked-CPA_4-16604	gnl|TC-DB|P12685|2.A.38.2.1	91.1	764	61	2	1	2271	472	1235	0	1214.9	POTASSIUM TRANSPORT PROTEIN, HIGH-AFFINITY - Saccharomyces cerevisiae (Baker's yeast).
794-augustus_masked-CPA_4-16604	gnl|TC-DB|P28584|2.A.38.2.3	61	533	175	5	592	2184	372	873	3.20E-172	602.1	Potassium transport protein, low-affinity - Saccharomyces cerevisiae (Baker's yeast).
794-augustus_masked-CPA_4-16604	gnl|TC-DB|Q6BYD8|2.A.38.2.4	52.7	509	189	6	766	2268	570	1034	1.60E-139	493.4	DhTRK1 protein - Debaryomyces hansenii (Yeast) (Torulaspora hansenii).
794-augustus_masked-CPA_4-16604	gnl|TC-DB|O74723|2.A.38.2.2	50.2	434	168	2	790	2091	383	768	6.00E-118	421.8	TRK-1 PROTEIN - Neurospora crassa.
823-augustus_masked-CPR_4-17880	gnl|TC-DB|O15131|1.I.1.1.3	58.2	514	201	7	46	1569	9	514	6.80E-31	132.1	Importin subunit alpha-6 OS=Homo sapiens GN=KPNA5 PE=1 SV=2
823-augustus_masked-CPR_4-17880	gnl|TC-DB|O60684|1.I.1.1.3	57.9	511	204	6	46	1569	12	514	2.00E-27	120.6	Importin subunit alpha-7 OS=Homo sapiens GN=KPNA6 PE=1 SV=1
823-augustus_masked-CPR_4-17880	gnl|TC-DB|O00629|1.I.1.1.3	47	168	79	4	49	552	11	168	6.60E-26	115.5	Importin subunit alpha-3 OS=Homo sapiens GN=KPNA4 PE=1 SV=1
823-augustus_masked-CPR_4-17880	gnl|TC-DB|O00505|1.I.1.1.3	45.5	167	81	4	46	546	10	166	9.50E-25	111.7	Importin subunit alpha-4 OS=Homo sapiens GN=KPNA3 PE=1 SV=2
823-augustus_masked-CPR_4-17880	gnl|TC-DB|P52294|1.I.1.1.3	49.5	103	50	1	1261	1569	416	516	1.20E-22	104.8	Importin subunit alpha-5 OS=Homo sapiens GN=KPNA1 PE=1 SV=3
825-augustus_masked-YCL-7822	gnl|TC-DB|Q12462|3.A.20.1.5	95.8	236	10	0	1	708	1	236	4.00E-129	457.2	Peroxisomal membrane protein PMP27 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX11 PE=1 SV=2
825-augustus_masked-YCL-7822	gnl|TC-DB|Q12462|1.A.101.1.1	95.8	236	10	0	1	708	1	236	4.00E-129	457.2	Peroxisomal membrane protein PMP27 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX11 PE=1 SV=2
832-augustus_masked-BBM_6-7257	gnl|TC-DB|Q08269|1.A.35.2.1	90.5	179	17	0	7	543	681	859	1.20E-88	322.4	Aluminum resistance protein 1 - Saccharomyces cerevisiae (Baker's yeast).
832-augustus_masked-BBM_6-7257	gnl|TC-DB|O13657|1.A.35.2.3	56.6	113	48	1	10	345	684	796	2.30E-31	132.1	Putative metal ion transporter C27B12.12c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=pi066 PE=1 SV=1
832-augustus_masked-BBM_6-7257	gnl|TC-DB|P35724|1.A.35.2.2	51.4	109	52	1	4	327	848	956	4.40E-27	117.9	MANGANESE RESISTANCE PROTEIN - Saccharomyces cerevisiae (Baker's yeast).
844-augustus_masked-BBM_6-7255	gnl|TC-DB|P19658|1.F.2.1.1	97.1	623	18	0	1	1869	1	623	0	1176	Exocyst complex component EXO70 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EXO70 PE=1 SV=1
869-augustus_masked-CPN_4-15612	gnl|TC-DB|P53203|3.A.20.1.5	92	461	37	0	1	1383	1	461	5.20E-242	833.2	Peroxisomal membrane protein PEX31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX31 PE=1 SV=1
869-augustus_masked-CPN_4-15612	gnl|TC-DB|Q06169|3.A.20.1.5	48.3	406	204	3	73	1272	29	434	9.00E-109	390.6	Peroxisomal membrane protein PEX30 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX30 PE=1 SV=1
877-augustus_masked-YCC-11519	gnl|TC-DB|Q06598|2.A.59.1.1	95.4	388	18	0	1	1164	17	404	4.20E-208	720.3	ARSENICAL-RESISTANCE PROTEIN ACR3 - Saccharomyces cerevisiae (Baker's yeast).
892-augustus_masked-AIE_1-5069	gnl|TC-DB|P19145|2.A.3.10.2	96.7	602	20	0	1	1806	1	602	0	1162.5	General amino-acid permease GAP1 - Saccharomyces cerevisiae (Baker's yeast).
892-augustus_masked-AIE_1-5069	gnl|TC-DB|Q59YT0|2.A.3.10.24	59.9	551	212	5	163	1806	44	588	1.10E-186	649.8	Potential general amino acid permease OS=Candida albicans GN=GAP2 PE=4 SV=1
892-augustus_masked-AIE_1-5069	gnl|TC-DB|P06775|2.A.3.10.1	54.9	521	232	3	250	1806	84	603	6.80E-165	577.4	Histidine permease - Saccharomyces cerevisiae (Baker's yeast).
892-augustus_masked-AIE_1-5069	gnl|TC-DB|Q5AG77|2.A.3.10.23	51.4	570	262	4	124	1806	19	582	3.10E-162	568.5	Gap1 protein OS=Candida albicans GN=GAP1 PE=4 SV=1
892-augustus_masked-AIE_1-5069	gnl|TC-DB|Q59NZ6|2.A.3.10.26	50.6	553	260	8	154	1806	35	576	1.00E-152	537	Potential general amino acid permease OS=Candida albicans GN=GAP6 PE=4 SV=1
892-augustus_masked-AIE_1-5069	gnl|TC-DB|Q59WB3|2.A.3.10.25	48.1	576	279	7	109	1803	40	606	5.00E-152	534.6	Potential general amino acid permease OS=Candida albicans GN=GAP4 PE=4 SV=1
892-augustus_masked-AIE_1-5069	gnl|TC-DB|P25376|2.A.3.10.7	47.8	519	268	3	256	1806	116	633	8.90E-149	523.9	Asparagine/glutamine permease - Saccharomyces cerevisiae (Baker's yeast).
892-augustus_masked-AIE_1-5069	gnl|TC-DB|Q2VQZ4|2.A.3.10.22	53.3	484	218	3	256	1704	33	509	2.50E-143	505.8	Putative amino acid permease OS=Glomus mosseae PE=2 SV=1
892-augustus_masked-AIE_1-5069	gnl|TC-DB|P48813|2.A.3.10.5	48.1	513	262	3	277	1806	152	663	4.70E-142	501.5	High-affinity glutamine permease - Saccharomyces cerevisiae (Baker's yeast).
892-augustus_masked-AIE_1-5069	gnl|TC-DB|P38967|2.A.3.10.8	50.3	527	240	8	256	1806	78	592	4.40E-140	495	Tryptophan permease (Tryptophan amino acid transporter) - Saccharomyces cerevisiae (Baker's yeast).
892-augustus_masked-AIE_1-5069	gnl|TC-DB|Q08986|2.A.3.10.15	46.6	581	289	11	100	1806	16	587	9.80E-140	493.8	CHROMOSOME XVI READING FRAME ORF YPL274W - Saccharomyces cerevisiae (Baker's yeast).
892-augustus_masked-AIE_1-5069	gnl|TC-DB|Q9URZ4|2.A.3.10.21	49.4	528	240	11	250	1806	71	580	6.60E-136	481.1	Uncharacterized amino-acid permease C869.11 - Schizosaccharomyces pombe (Fission yeast).
892-augustus_masked-AIE_1-5069	gnl|TC-DB|P38085|2.A.3.10.9	45.5	523	267	6	151	1707	62	570	6.00E-129	458	Valine/tyrosine/tryptophan amino-acid permease - Saccharomyces cerevisiae (Baker's yeast).
892-augustus_masked-AIE_1-5069	gnl|TC-DB|O60170|2.A.3.10.28	46.4	485	250	4	256	1704	58	534	4.60E-121	431.8	Probable amino-acid permease meu22 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=meu22 PE=2 SV=1
902-augustus_masked-BIL_3-4712	gnl|TC-DB|P39924|2.A.1.1.110	93.9	476	29	0	1	1428	89	564	1.20E-260	895.2	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
902-augustus_masked-BIL_3-4712	gnl|TC-DB|P54854|2.A.1.1.107	91	476	43	0	1	1428	92	567	1.60E-254	874.8	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
902-augustus_masked-BIL_3-4712	gnl|TC-DB|P13181|2.A.1.1.6	64.8	463	161	1	19	1401	108	570	8.20E-174	606.7	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
902-augustus_masked-BIL_3-4712	gnl|TC-DB|P39004|2.A.1.1.31	63.2	459	167	1	19	1389	102	560	6.50E-171	597	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
902-augustus_masked-BIL_3-4712	gnl|TC-DB|P32467|2.A.1.1.30	62.3	446	168	0	19	1356	108	553	5.20E-168	587.4	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
902-augustus_masked-BIL_3-4712	gnl|TC-DB|P32465|2.A.1.1.108	59.6	446	180	0	19	1356	102	547	1.20E-164	576.2	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
902-augustus_masked-BIL_3-4712	gnl|TC-DB|P54862|2.A.1.1.105	60	447	177	1	19	1353	98	544	4.00E-160	561.2	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
902-augustus_masked-BIL_3-4712	gnl|TC-DB|P43581|2.A.1.1.5	59	441	181	0	31	1353	90	530	1.40E-157	552.7	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
902-augustus_masked-BIL_3-4712	gnl|TC-DB|P23585|2.A.1.1.111	59.5	449	181	1	7	1353	90	537	7.70E-156	547	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
902-augustus_masked-BIL_3-4712	gnl|TC-DB|Q2MDH1|2.A.1.1.67	53.8	450	204	2	7	1347	78	526	2.10E-145	512.3	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
907-augustus_masked-BAI_7-6404	gnl|TC-DB|P32319|9.A.63.1.1	48.5	621	297	7	1	1794	1	621	2.40E-170	595.5	Vacuolar protein sorting/targeting protein VPS10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEP1 PE=1 SV=1
916-augustus_masked-AMM_4-6587	gnl|TC-DB|P38124|2.A.1.2.17	53.9	545	237	3	10	1605	2	545	7.40E-163	570.5	Fluconazole resistance protein 1 - Saccharomyces cerevisiae (Baker's yeast).
926-augustus_masked-AHM_1-7114	gnl|TC-DB|P39004|2.A.1.1.31	93.8	192	12	0	1	576	1	192	3.10E-95	344.4	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
926-augustus_masked-AHM_1-7114	gnl|TC-DB|P32467|2.A.1.1.30	79.8	198	34	2	1	576	1	198	5.60E-81	297	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
926-augustus_masked-AHM_1-7114	gnl|TC-DB|P13181|2.A.1.1.6	68.3	189	57	2	19	576	10	198	1.60E-64	242.3	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
926-augustus_masked-AHM_1-7114	gnl|TC-DB|P54862|2.A.1.1.105	66.5	182	61	0	31	576	7	188	2.80E-64	241.5	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
926-augustus_masked-AHM_1-7114	gnl|TC-DB|P32465|2.A.1.1.108	71.6	176	44	2	55	576	21	192	3.70E-64	241.1	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
926-augustus_masked-AHM_1-7114	gnl|TC-DB|P23585|2.A.1.1.111	65.9	173	56	2	61	576	13	183	1.90E-57	218.8	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
926-augustus_masked-AHM_1-7114	gnl|TC-DB|P43581|2.A.1.1.5	63.6	176	58	2	61	576	3	176	1.90E-57	218.8	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
926-augustus_masked-AHM_1-7114	gnl|TC-DB|Q2MDH1|2.A.1.1.67	52	171	74	2	70	576	7	171	4.50E-46	181	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
926-augustus_masked-AHM_1-7114	gnl|TC-DB|P39924|2.A.1.1.110	49.1	159	75	2	118	576	27	185	1.80E-39	159.1	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
926-augustus_masked-AHM_1-7114	gnl|TC-DB|Q8J0U9|2.A.1.1.58	46	124	67	0	199	570	54	177	1.80E-26	115.9	Monosaccharide transporter - Aspergillus niger.
937-augustus_masked-AHM_1-7082	gnl|TC-DB|P43549|1.A.8.9.7	91	646	58	0	1	1938	1	646	0	1178.7	HYPOTHETICAL 70.5 KDA PROTEIN IN AGP3-DAK3 INTERGENIC REGION - Saccharomyces cerevisiae (Baker's yeast).
939-augustus_masked-AQD_4-6616	gnl|TC-DB|Q12252|1.A.17.5.6	94	992	56	1	22	2997	4	991	0	1824.3	Phosphate metabolism protein 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PHM7 PE=1 SV=1
944-augustus_masked-BDG_5-19334	gnl|TC-DB|P40897|2.A.67.1.3	76.8	760	162	2	139	2376	40	799	0	1223.8	HYPOTHETICAL 91.6 KDA PROTEIN IN HXT8-CRT1 INTERGENIC REGION - Saccharomyces cerevisiae (Baker's yeast).
944-augustus_masked-BDG_5-19334	gnl|TC-DB|O14031|2.A.67.1.5	54.4	723	308	10	247	2373	137	851	1.30E-227	786.2	Uncharacterized oligopeptide transporter C29B12.10c OS=Schizosaccharomyces pombe GN=SPAC29B12.10c PE=1 SV=1
946-augustus_masked-BDG_5-19334	gnl|TC-DB|P43549|1.A.8.9.7	58.4	647	218	14	13	1845	2	633	2.50E-197	685.3	HYPOTHETICAL 70.5 KDA PROTEIN IN AGP3-DAK3 INTERGENIC REGION - Saccharomyces cerevisiae (Baker's yeast).
966-augustus_masked-CPS_4-19273	gnl|TC-DB|P14359|9.B.12.3.1	54	113	52	0	1	339	13	125	7.10E-31	129.8	HYPOTHETICAL 15.2 KDA PROTEIN IN INO1-IDS2 INTERGENIC REGION - Saccharomyces cerevisiae (Baker's yeast).
967-augustus_masked-BBM_6-7211	gnl|TC-DB|P39515|3.A.8.1.1	98.7	156	2	0	1	468	3	158	7.10E-90	326.2	Mitochondrial import inner membrane translocase subunit TIM17 (Mitochondrial protein import protein 2) (Mitochondrial inner membrane protein MIM17) - Saccharomyces cerevisiae (Baker's yeast).
970-augustus_masked-BDP_5-11433	gnl|TC-DB|P40988|9.A.9.1.1	95.5	221	10	0	1	663	332	552	2.40E-123	438	LOW-AFFINITY FE(II) TRANSPORT PROTEIN - Saccharomyces cerevisiae (Baker's yeast).
972-augustus_masked-BBM_6-6977	gnl|TC-DB|P47159|2.A.1.63.4	96	448	17	1	1	1344	1	447	4.80E-240	826.6	Uncharacterized membrane protein YJR124C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YJR124C PE=1 SV=1
974-augustus_masked-YBR-7258	gnl|TC-DB|P33332|1.F.2.1.1	91	1336	114	1	1	3990	1	1336	0	2082.8	Exocyst complex component SEC3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC3 PE=1 SV=1
976-augustus_masked-ABL_5-5194	gnl|TC-DB|P32804|2.A.5.1.1	89.1	248	25	1	1	738	1	248	1.50E-126	448.7	ZRT1 PROTEIN - Saccharomyces cerevisiae (Baker's yeast).
