"panID"	"ID"	"pident"	"length"	"mismatch"	"gapopen"	"qstart"	"qend"	"sstart"	"send"	"evalues"	"bitscore"	"ec"	"annotation"
"YJL059W"	"gnl|TC-DB|P47040|2.A.57.5.2"	100	408	0	0	1	408	1	408	7.9e-234	805.8	"2.A.57.5.2"	"Protein BTN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YHC3 PE=2 SV=1"
"YJL061W"	"gnl|TC-DB|P40368|1.I.1.1.1"	100	713	0	0	1	713	1	713	0	1324.3	"1.I.1.1.1"	"Nucleoporin NUP82 - Saccharomyces cerevisiae (Baker's yeast)."
"YJL085W"	"gnl|TC-DB|P19658|1.F.2.1.1"	100	623	0	0	1	623	1	623	0	1206.4	"1.F.2.1.1"	"Exocyst complex component EXO70 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EXO70 PE=1 SV=1"
"YJL093C"	"gnl|TC-DB|P40310|1.A.1.7.1"	100	691	0	0	1	691	1	691	0	1332.8	"1.A.1.7.1"	"OUTWARD-RECTIFIER POTASSIUM CHANNEL TOK1 (TWO-DOMAIN OUTWARD RECTIFIER K+ CHANNEL YORK) - Saccharomyces cerevisiae (Baker's yeast)."
"YJL094C"	"gnl|TC-DB|P40309|2.A.37.4.1"	100	873	0	0	1	873	1	873	0	1677.5	"2.A.37.4.1"	"HYPOTHETICAL 97.1 KDA PROTEIN IN BCK1-TOK1 INTERGENIC REGION - Saccharomyces cerevisiae (Baker's yeast)."
"YJL104W"	"gnl|TC-DB|P42949|3.A.8.1.1"	100	149	0	0	1	149	1	149	7.5e-65	243	"3.A.8.1.1"	"Hypothetical UPF0108 protein YJL104w - Saccharomyces cerevisiae (Baker's yeast)."
"YJL108C"	"gnl|TC-DB|C4YTQ0|2.A.79.1.10"	60.7	387	148	3	1	383	719	1105	9.1e-131	463.4	"2.A.79.1.10"	"Pheromone-regulated membrane protein 10 OS=Candida albicans (strain WO-1) GN=CAWG_05545 PE=3 SV=1"
"YJL129C"	"gnl|TC-DB|P12685|2.A.38.2.1"	100	1235	0	0	1	1235	1	1235	0	2176.7	"2.A.38.2.1"	"POTASSIUM TRANSPORT PROTEIN, HIGH-AFFINITY - Saccharomyces cerevisiae (Baker's yeast)."
"YJL129C"	"gnl|TC-DB|O74723|2.A.38.2.2"	49	451	180	2	740	1190	383	783	8.8e-119	425.2	"2.A.38.2.2"	"TRK-1 PROTEIN - Neurospora crassa."
"YJL133W"	"gnl|TC-DB|P10566|2.A.29.5.1"	100	314	0	0	1	314	1	314	3.2e-182	634	"2.A.29.5.1"	"Mitochondrial RNA-splicing protein MRS3 OS=Saccharomyces cerevisiae GN=MRS3 PE=1 SV=4"
"YJL133W"	"gnl|TC-DB|P23500|2.A.29.5.2"	76.2	290	69	0	23	312	13	302	1e-132	469.5	"2.A.29.5.2"	"Mitochondrial RNA splicing protein MRS4 - Saccharomyces cerevisiae (Baker's yeast)."
"YJL138C"	"gnl|TC-DB|P38919|3.A.18.1.1"	62.3	390	145	2	7	394	22	411	1.6e-138	489.2	"3.A.18.1.1"	"Eukaryotic initiation factor 4A-III - Homo sapiens (Human)."
"YJL143W"	"gnl|TC-DB|P39515|3.A.8.1.1"	100	158	0	0	1	158	1	158	2.6e-92	334.3	"3.A.8.1.1"	"Mitochondrial import inner membrane translocase subunit TIM17 (Mitochondrial protein import protein 2) (Mitochondrial inner membrane protein MIM17) - Saccharomyces cerevisiae (Baker's yeast)."
"YJL151C"	"gnl|TC-DB|P14359|9.B.12.3.1"	100	133	0	0	1	133	1	133	1.3e-71	265.4	"9.B.12.3.1"	"HYPOTHETICAL 15.2 KDA PROTEIN IN INO1-IDS2 INTERGENIC REGION - Saccharomyces cerevisiae (Baker's yeast)."
"YJL154C"	"gnl|TC-DB|P34110|9.A.63.1.1"	100	944	0	0	1	944	1	944	0	1843.9	"9.A.63.1.1"	"Vacuolar protein sorting-associated protein 35 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS35 PE=1 SV=2"
"YJL163C"	"gnl|TC-DB|P46996|2.A.1.11.4"	100	555	0	0	1	555	1	555	6.40000000000006e-311	1062.4	"2.A.1.11.4"	"Uncharacterized membrane protein YJL163C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YJL163C PE=1 SV=1"
"YJL178C"	"gnl|TC-DB|P46989|9.A.15.1.1"	100	271	0	0	1	271	1	271	2.9e-131	464.5	"9.A.15.1.1"	"Autophagy-related protein 27 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATG27 PE=1 SV=2"
"YJL181W"	"gnl|TC-DB|P46987|9.A.15.1.1"	100	611	0	0	1	611	1	611	0	1205.7	"9.A.15.1.1"	"UPF0508 protein YJL181W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YJL181W PE=2 SV=1"
"YJL198W"	"gnl|TC-DB|P39535|2.A.47.2.3"	100	881	0	0	1	881	1	881	0	1547.7	"2.A.47.2.3"	"Low-affinity phosphate transporter PHO90 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PHO90 PE=1 SV=1"
"YJL198W"	"gnl|TC-DB|P25360|2.A.47.2.1"	62.2	933	286	10	1	877	1	922	1.1e-301	1032.3	"2.A.47.2.1"	"INORGANIC PHOSPHATE TRANSPORTER PHO87 - Saccharomyces cerevisiae (Baker's yeast)."
"YJL205C"	"gnl|TC-DB|Q02820|9.A.27.1.1"	100	53	0	0	1	53	1	53	2.9e-27	116.7	"9.A.27.1.1"	"Non-classical export protein 1 - Saccharomyces cerevisiae (Baker's yeast)."
"YJL210W"	"gnl|TC-DB|P32800|3.A.20.1.5"	100	271	0	0	1	271	1	271	2.9e-163	570.9	"3.A.20.1.5"	"Peroxisomal biogenesis factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX2 PE=1 SV=1"
"YJL212C"	"gnl|TC-DB|P40897|2.A.67.1.3"	100	799	0	0	1	799	1	799	0	1594.3	"2.A.67.1.3"	"HYPOTHETICAL 91.6 KDA PROTEIN IN HXT8-CRT1 INTERGENIC REGION - Saccharomyces cerevisiae (Baker's yeast)."
"YJL212C"	"gnl|TC-DB|O14031|2.A.67.1.5"	53.5	721	317	8	90	798	137	851	7.7e-225	776.9	"2.A.67.1.5"	"Uncharacterized oligopeptide transporter C29B12.10c OS=Schizosaccharomyces pombe GN=SPAC29B12.10c PE=1 SV=1"
"YJL214W"	"gnl|TC-DB|P39004|2.A.1.1.31"	70.5	562	160	5	13	569	7	567	5.5e-233	803.5	"2.A.1.1.31"	"High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1"
"YJL214W"	"gnl|TC-DB|P32467|2.A.1.1.30"	68.9	566	169	3	10	569	9	573	4.3e-230	793.9	"2.A.1.1.30"	"Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast)."
"YJL214W"	"gnl|TC-DB|P13181|2.A.1.1.6"	67.7	573	179	2	1	568	1	572	2.2e-229	791.6	"2.A.1.1.6"	"Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast)."
"YJL214W"	"gnl|TC-DB|P32465|2.A.1.1.108"	65.9	534	179	2	38	569	35	567	4.5e-211	730.7	"2.A.1.1.108"	"Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1"
"YJL214W"	"gnl|TC-DB|P54862|2.A.1.1.105"	65.1	548	185	4	27	569	19	565	9.4e-209	723	"2.A.1.1.105"	"Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1"
"YJL214W"	"gnl|TC-DB|P23585|2.A.1.1.111"	63.3	545	179	3	4	548	14	537	1.8e-196	682.2	"2.A.1.1.111"	"High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1"
"YJL214W"	"gnl|TC-DB|P43581|2.A.1.1.5"	66.4	494	165	1	55	548	38	530	1.1e-193	672.9	"2.A.1.1.5"	"Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast)."
"YJL214W"	"gnl|TC-DB|Q2MDH1|2.A.1.1.67"	58.1	525	214	3	25	544	1	524	3.1e-175	611.7	"2.A.1.1.67"	"Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1"
"YJL214W"	"gnl|TC-DB|P39924|2.A.1.1.110"	55.5	539	238	2	30	566	20	558	5.2e-175	610.9	"2.A.1.1.110"	"Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1"
"YJL214W"	"gnl|TC-DB|P54854|2.A.1.1.107"	58	493	207	0	56	548	50	542	1.9e-172	602.4	"2.A.1.1.107"	"Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1"
"YJL219W"	"gnl|TC-DB|P54862|2.A.1.1.105"	97.9	567	12	0	1	567	1	567	0	1099	"2.A.1.1.105"	"Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1"
"YJL219W"	"gnl|TC-DB|P39004|2.A.1.1.31"	71.5	561	158	1	7	567	11	569	2.3e-239	824.7	"2.A.1.1.31"	"High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1"
"YJL219W"	"gnl|TC-DB|P32467|2.A.1.1.30"	70.3	565	165	2	2	565	11	573	3.4e-235	810.8	"2.A.1.1.30"	"Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast)."
"YJL219W"	"gnl|TC-DB|P32465|2.A.1.1.108"	67	551	178	2	16	566	22	568	3.4e-219	757.7	"2.A.1.1.108"	"Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1"
"YJL219W"	"gnl|TC-DB|P13181|2.A.1.1.6"	65.5	551	188	1	12	562	22	570	4.8e-213	737.3	"2.A.1.1.6"	"Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast)."
"YJL219W"	"gnl|TC-DB|P43581|2.A.1.1.5"	64.6	540	180	2	6	545	3	531	1.2e-203	706.1	"2.A.1.1.5"	"Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast)."
"YJL219W"	"gnl|TC-DB|P23585|2.A.1.1.111"	65	531	183	2	17	547	13	540	3.8e-202	701	"2.A.1.1.111"	"High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1"
"YJL219W"	"gnl|TC-DB|Q2MDH1|2.A.1.1.67"	62.6	495	184	1	48	541	31	525	2.9e-186	648.3	"2.A.1.1.67"	"Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1"
"YJL219W"	"gnl|TC-DB|P39924|2.A.1.1.110"	54.4	544	238	4	25	564	22	559	7.5e-174	607.1	"2.A.1.1.110"	"Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1"
"YJL219W"	"gnl|TC-DB|P54854|2.A.1.1.107"	56.3	499	215	2	49	546	48	544	5.9e-171	597.4	"2.A.1.1.107"	"Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1"
"YJL222W"	"gnl|TC-DB|P32319|9.A.63.1.1"	67.7	1559	475	9	1	1531	1	1559	0	2180.2	"9.A.63.1.1"	"Vacuolar protein sorting/targeting protein VPS10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEP1 PE=1 SV=1"
"YJR001W"	"gnl|TC-DB|P47082|2.A.18.5.2"	100	602	0	0	1	602	1	602	0	1166.4	"2.A.18.5.2"	"Hypothetical 65.3 kDa protein in PRE3-MPP10 intergenic region - Saccharomyces cerevisiae (Baker's yeast). "
"YJR009C"	"gnl|TC-DB|B3ET62|3.A.23.6.1"	48.6	331	166	4	2	331	4	331	7.7e-86	313.9	"3.A.23.6.1"	"Glyceraldehyde-3-phosphate dehydrogenase OS=Amoebophilus asiaticus (strain 5a2) GN=Aasi_1069 PE=3 SV=1"
"YJR040W"	"gnl|TC-DB|P37020|2.A.49.1.1"	99.4	779	5	0	1	779	1	779	0	1507.3	"2.A.49.1.1"	"GEF1 protein (Voltage-gated chloride channel) (ClC-Y1) (ClC-A) - Saccharomyces cerevisiae (Baker's yeast)."
"YJR042W"	"gnl|TC-DB|P46673|1.I.1.1.1"	100	744	0	0	1	744	1	744	0	1475.3	"1.I.1.1.1"	"Nucleoporin NUP85 - Saccharomyces cerevisiae (Baker's yeast)."
"YJR045C"	"gnl|TC-DB|P0A6Y8|1.A.33.1.2"	64	533	187	2	30	557	2	534	4e-195	677.9	"1.A.33.1.2"	"Chaperone protein dnaK - Escherichia coli."
"YJR045C"	"gnl|TC-DB|Q02028|3.A.9.1.1"	59.6	532	211	2	28	557	66	595	7.6e-178	620.5	"3.A.9.1.1"	"Stromal 70 kDa heat shock-related protein, chloroplast precursor - Pisum sativum (Garden pea)."
"YJR045C"	"gnl|TC-DB|G4NXA5|1.A.33.1.4"	57.3	527	198	4	32	557	4	504	1e-166	583.6	"1.A.33.1.4"	"Chaperone protein DnaK OS=Bacillus subtilis subsp. spizizenii TU-B-10 GN=dnaK PE=3 SV=1"
"YJR045C"	"gnl|TC-DB|P11021|1.A.33.1.6"	54	537	234	7	30	557	28	560	1.1e-152	537	"1.A.33.1.6"	"78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2"
"YJR045C"	"gnl|TC-DB|P08107|1.A.33.1.3"	53.6	543	228	10	29	556	3	536	3.5e-151	531.9	"1.A.33.1.3"	"Heat shock 70 kDa protein 1 (HSP70.1) (HSP70-1/HSP70-2) - Homo sapiens (Human)."
"YJR045C"	"gnl|TC-DB|P22953|1.A.33.1.1"	54.1	516	213	8	25	524	2	509	7.1e-144	507.7	"1.A.33.1.1"	"HEAT SHOCK COGNATE 70 KDA PROTEIN 1 (HSC70.1) - Arabidopsis thaliana (Mouse-ear cress)."
"YJR047C"	"gnl|TC-DB|P63241|1.I.1.1.3"	65.3	144	50	0	8	151	7	150	3.3e-55	211.1	"1.I.1.1.3"	"Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens GN=EIF5A PE=1 SV=2"
"YJR047C"	"gnl|TC-DB|Q9GZV4|1.I.1.1.3"	64.9	148	52	0	4	151	3	150	5.7e-55	210.3	"1.I.1.1.3"	"Eukaryotic translation initiation factor 5A-2 OS=Homo sapiens GN=EIF5A2 PE=1 SV=3"
"YJR047C"	"gnl|TC-DB|Q6IS14|1.I.1.1.3"	63.9	144	52	0	8	151	7	150	2.4e-53	204.9	"1.I.1.1.3"	"Eukaryotic translation initiation factor 5A-1-like OS=Homo sapiens GN=EIF5AL1 PE=2 SV=2"
"YJR054W"	"gnl|TC-DB|P47114|1.A.88.1.1"	100	497	0	0	1	497	1	497	1.2e-287	984.9	"1.A.88.1.1"	"Uncharacterized vacuolar membrane protein YJR054W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YJR054W PE=1 SV=1"
"YJR054W"	"gnl|TC-DB|Q04705|1.A.88.1.2"	50.4	228	101	3	9	225	4	230	1.4e-59	227.3	"1.A.88.1.2"	"Pheromone-regulated membrane protein 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRM6 PE=2 SV=1"
"YJR077C"	"gnl|TC-DB|P23641|2.A.29.4.3"	100	311	0	0	1	311	1	311	5.4e-174	606.7	"2.A.29.4.3"	"Mitochondrial phosphate carrier protein OS=Saccharomyces cerevisiae GN=MIR1 PE=1 SV=1"
"YJR085C"	"gnl|TC-DB|C4YLT7|2.A.126.1.8"	58.1	105	44	0	1	105	3	107	1.9e-30	128.3	"2.A.126.1.8"	"Putative uncharacterized protein OS=Candida albicans (strain WO-1) GN=CAWG_01806 PE=4 SV=1"
"YJR086W"	"gnl|TC-DB|A6ZQ42|8.A.92.1.3"	100	110	0	0	1	110	1	110	3.2e-44	174.1	"8.A.92.1.3"	"G protein gamma subunit OS=Saccharomyces cerevisiae (strain YJM789) GN=STE18 PE=4 SV=1"
"YJR095W"	"gnl|TC-DB|P33303|2.A.29.13.1"	100	322	0	0	1	322	1	322	4.6e-184	640.2	"2.A.29.13.1"	"REGULATOR OF ACETYL-COA SYNTHETASE ACTIVITY - Saccharomyces cerevisiae (Baker's yeast)."
"YJR100C"	"gnl|TC-DB|P47140|9.A.36.1.2"	100	327	0	0	1	327	1	327	1.3e-191	665.2	"9.A.36.1.2"	"Altered inheritance of mitochondria protein 25 - Saccharomyces cerevisiae (Baker's yeast)."
"YJR117W"	"gnl|TC-DB|P47154|9.B.1.1.3"	100	453	0	0	1	453	1	453	1.2e-259	891.7	"9.B.1.1.3"	"CAAX prenyl protease 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STE24 PE=1 SV=1"
"YJR121W"	"gnl|TC-DB|P00830|3.A.2.1.3"	100	511	0	0	1	511	1	511	4.5e-287	983	"3.A.2.1.3"	"ATP SYNTHASE BETA CHAIN, MITOCHONDRIAL PRECURSOR (EC 3.6.1.34) - Saccharomyces cerevisiae (Baker's yeast)."
"YJR121W"	"gnl|TC-DB|A1B8P0|3.A.2.1.7"	76.3	469	108	2	44	510	6	473	1.9e-200	695.3	"3.A.2.1.7"	"ATP synthase subunit beta OS=Paracoccus denitrificans (strain Pd 1222) GN=atpD PE=3 SV=1"
"YJR121W"	"gnl|TC-DB|I7LZV1|3.A.2.1.4"	73.8	481	121	3	22	501	11	487	1.4e-198	689.1	"3.A.2.1.4"	"ATP synthase subunit beta OS=Tetrahymena thermophila (strain SB210) GN=TTHERM_00585260 PE=3 SV=1"
"YJR121W"	"gnl|TC-DB|A0ZW41|3.A.2.1.11"	73.3	472	120	3	12	478	4	474	2.6e-186	648.3	"3.A.2.1.11"	"ATP synthase subunit beta OS=Polytomella sp. Pringsheim 198.80 GN=atp2 PE=2 SV=1"
"YJR121W"	"gnl|TC-DB|P50002|3.A.2.1.5"	70.5	464	131	2	44	506	6	464	3.2e-184	641.3	"3.A.2.1.5"	"ATP synthase subunit beta, sodium ion specific OS=Acetobacterium woodii (strain ATCC 29683 / DSM 1030 / JCM 2381 / KCTC 1655) GN=atpD PE=1 SV=3"
"YJR121W"	"gnl|TC-DB|BAK19948|3.A.2.1.10"	67.1	484	151	4	33	509	1	483	4.4e-181	630.9	"3.A.2.1.10"	"ApH+ATPase beta subunit [Aphanothece halophytica]"
"YJR121W"	"gnl|TC-DB|P29707|3.A.2.1.2"	67.9	464	142	3	44	506	5	462	1.2e-178	622.9	"3.A.2.1.2"	"ATP synthase beta chain, sodium ion specific (EC 3.6.3.15) - Propionigenium modestum."
"YJR121W"	"gnl|TC-DB|P0ABB4|3.A.2.1.1"	68.3	464	141	2	43	506	3	460	1.5e-176	615.9	"3.A.2.1.1"	"ATP synthase subunit beta - Escherichia coli."
"YJR121W"	"gnl|TC-DB|F8L1Z1|3.A.2.1.6"	64.5	467	158	3	43	506	3	464	7.7e-170	593.6	"3.A.2.1.6"	"ATP synthase subunit beta OS=Parachlamydia acanthamoebae (strain UV7) GN=atpD-B PE=3 SV=1"
"YJR121W"	"gnl|TC-DB|BAK19931|3.A.2.1.9"	51.9	462	215	3	44	505	15	469	2.4e-134	475.7	"3.A.2.1.9"	"ApNa+ATPase beta subunit [Aphanothece halophytica]"
"YJR124C"	"gnl|TC-DB|P47159|2.A.1.63.4"	100	448	0	0	1	448	1	448	3.5e-251	863.6	"2.A.1.63.4"	"Uncharacterized membrane protein YJR124C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YJR124C PE=1 SV=1"
"YJR135W-A"	"gnl|TC-DB|P57744|3.A.8.1.1"	100	87	0	0	1	87	1	87	6.2e-43	169.5	"3.A.8.1.1"	"Mitochondrial import inner membrane translocase subunit TIM8 - Saccharomyces cerevisiae (Baker's yeast)."
"YJR152W"	"gnl|TC-DB|P15365|2.A.1.14.4"	100	543	0	0	1	543	1	543	1.5e-309	1057.7	"2.A.1.14.4"	"Allantoate permease - Saccharomyces cerevisiae (Baker's yeast)."
"YJR158W"	"gnl|TC-DB|P54854|2.A.1.1.107"	99.6	567	2	0	1	567	1	567	0	1131.7	"2.A.1.1.107"	"Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1"
"YJR158W"	"gnl|TC-DB|P39924|2.A.1.1.110"	90.6	565	50	1	1	565	1	562	4.7e-301	1029.6	"2.A.1.1.110"	"Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1"
"YJR158W"	"gnl|TC-DB|P13181|2.A.1.1.6"	59.4	540	214	2	8	543	15	553	9.5e-185	643.3	"2.A.1.1.6"	"Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast)."
"YJR158W"	"gnl|TC-DB|P39004|2.A.1.1.31"	62	498	188	1	48	545	53	549	3.6e-184	641.3	"2.A.1.1.31"	"High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1"
"YJR158W"	"gnl|TC-DB|P32465|2.A.1.1.108"	54.7	545	243	3	1	544	7	548	1.9e-177	619	"2.A.1.1.108"	"Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1"
"YJR158W"	"gnl|TC-DB|P32467|2.A.1.1.30"	55.1	541	240	2	5	543	14	553	6.1e-176	614	"2.A.1.1.30"	"Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast)."
"YJR158W"	"gnl|TC-DB|P54862|2.A.1.1.105"	53.6	543	244	4	6	544	8	546	3.9e-170	594.7	"2.A.1.1.105"	"Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1"
"YJR158W"	"gnl|TC-DB|P43581|2.A.1.1.5"	57	495	212	1	48	542	37	530	8.6e-170	593.6	"2.A.1.1.5"	"Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast)."
"YJR158W"	"gnl|TC-DB|P23585|2.A.1.1.111"	54.6	526	238	1	17	542	13	537	3.1e-167	585.1	"2.A.1.1.111"	"High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1"
"YJR158W"	"gnl|TC-DB|Q2MDH1|2.A.1.1.67"	53	496	229	2	48	540	32	526	4e-159	558.1	"2.A.1.1.67"	"Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1"
"YJR160C"	"gnl|TC-DB|P15685|2.A.1.1.10"	75.4	605	145	4	1	602	1	604	3.5e-270	927.2	"2.A.1.1.10"	"Maltose permease MAL6T (Maltose transport protein MAL6T) - Saccharomyces cerevisiae (Baker's yeast)."
"YJR160C"	"gnl|TC-DB|P53048|2.A.1.1.11"	54.8	586	254	6	1	577	1	584	1.5e-185	646	"2.A.1.1.11"	"General alpha-glucoside permease - Saccharomyces cerevisiae (Baker's yeast)."
"YKL016C"	"gnl|TC-DB|P30902|3.A.2.1.3"	100	174	0	0	1	174	1	174	4.2e-91	330.5	"3.A.2.1.3"	"ATP SYNTHASE D CHAIN, MITOCHONDRIAL (EC 3.6.1.34) - Saccharomyces cerevisiae (Baker's yeast)."
"YKL057C"	"gnl|TC-DB|P35729|1.I.1.1.1"	100	1037	0	0	1	1037	1	1037	0	2065	"1.I.1.1.1"	"Nucleoporin NUP120 - Saccharomyces cerevisiae (Baker's yeast)."
"YKL064W"	"gnl|TC-DB|P35724|1.A.35.2.2"	100	969	0	0	1	969	1	969	0	1492.6	"1.A.35.2.2"	"MANGANESE RESISTANCE PROTEIN - Saccharomyces cerevisiae (Baker's yeast)."
"YKL065C"	"gnl|TC-DB|C8ZCA7|3.A.5.8.1"	100	206	0	0	1	206	1	206	2.2e-99	358.2	"3.A.5.8.1"	"Yet1p OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1K5_1805g PE=4 SV=1"
"YKL068W"	"gnl|TC-DB|Q02629|1.I.1.1.1"	100	591	0	0	369	959	369	959	1.3e-223	773.1	"1.I.1.1.1"	"Nucleoporin NUP100/NSP100 - Saccharomyces cerevisiae (Baker's yeast)."
"YKL080W"	"gnl|TC-DB|P31412|3.A.2.2.3"	100	392	0	0	1	392	1	392	1.9e-221	764.6	"3.A.2.2.3"	"VACUOLAR ATP SYNTHASE SUBUNIT C (EC 3.6.1.34) (V-ATPASE C SUBUNIT) (VACUOLAR PROTON PUMP C SUBUNIT) (V-ATPASE 42 KDA SUBUNIT) - Saccharomyces cerevisiae (Baker's yeast)."
"YKL119C"	"gnl|TC-DB|P32341|9.B.206.2.1"	100	215	0	0	1	215	1	215	2.8e-113	404.4	"9.B.206.2.1"	"Vacuolar ATPase assembly integral membrane protein VPH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPH2 PE=1 SV=1"
"YKL120W"	"gnl|TC-DB|P32332|2.A.29.15.1"	100	324	0	0	1	324	1	324	3.9e-183	637.1	"2.A.29.15.1"	"MITOCHONDRIAL CARRIER PROTEIN PMT - Saccharomyces cerevisiae (Baker's yeast)."
"YKL145W"	"gnl|TC-DB|P25694|3.A.16.1.2"	45.2	230	123	2	205	434	210	436	5.8e-55	211.8	"3.A.16.1.2"	"Cell division control protein 48 - Saccharomyces cerevisiae (Baker's yeast)."
"YKL146W"	"gnl|TC-DB|P36062|2.A.18.7.1"	100	692	0	0	1	692	1	692	0	1227.2	"2.A.18.7.1"	"Hypothetical 75.5 kDa protein in SDH1-CIM5/YTA3 intergenic region - Saccharomyces cerevisiae (Baker's yeast). "
"YKL148C"	"gnl|TC-DB|X5H3P0|3.D.10.1.6"	63.5	595	214	3	46	640	6	597	4.4e-223	770.8	"3.D.10.1.6"	"Succinate dehydrogenase flavoprotein subunit OS=Neorickettsia helminthoeca str. Oregon GN=sdhA PE=3 SV=1"
"YKL154W"	"gnl|TC-DB|P36057|3.A.5.8.1"	100	244	0	0	1	244	1	244	8.4e-130	459.5	"3.A.5.8.1"	"Putative signal recognition particle receptor beta subunit (SR-beta) - Saccharomyces cerevisiae (Baker's yeast)."
"YKL165C"	"gnl|TC-DB|P36051|9.A.6.1.1"	100	919	0	0	1	919	1	919	0	1810	"9.A.6.1.1"	"GPI-anchor biosynthetic protein MCD4 - Saccharomyces cerevisiae (Baker's yeast)."
"YKL174C"	"gnl|TC-DB|P36029|2.A.3.4.5"	100	618	0	0	1	618	1	618	0	1148.7	"2.A.3.4.5"	"Hypothetical amino-acid permease in STE3-GIN10 intergenic region - Saccharomyces cerevisiae (Baker's yeast)."
"YKL175W"	"gnl|TC-DB|P34240|2.A.5.5.3"	100	503	0	0	1	503	1	503	9.1e-256	879	"2.A.5.5.3"	"Zinc-regulated transporter 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZRT3 PE=1 SV=2"
