"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Pathways of gene"	"Reactions of gene"	"Citations"
"DNL4"	"YOR005C"	334509	337343	"DNA Ligase"	""	DNA-LIGASE-ATP-RXN // RXN-17917 // RXN-17918 // RXN-17919	
"SWM1"	"YDR260C"	976717	977229	"Spore Wall Maturation"	""	""	
"BDF2"	"YDL070W"	331024	332940	"BromoDomain Factor"	""	""	
"MRP2"	"YPR166C"	876282	876629	"Mitochondrial Ribosomal Protein"	""	""	
"YRF1-3"	"YGR296W"	1084864	1090591	"YRF1-3"	""	""	
"TFA1"	"YKL028W"	385758	387206	"Transcription Factor a, subunit 1"	""	""	
"SPO19"	"YPL130W"	304387	305058	"SPOrulation"	""	""	
"VTC4"	"YJL012C"	411234	413399	"polyphosphate synthetase"	""	GTPPYPHOSKIN-RXN	
"ADH7"	"YCR105W"	309070	310155	"Alcohol DeHydrogenase"	""	""	
"FTR1"	"YER145C"	460526	461740	"Fe TRansporter"	""	""	
"PEP8"	"YJL053W"	335898	337037	"carboxyPEPtidase Y-deficient"	""	""	
"UTR4"	"YEL038W"	80462	81145	MONOMER3O-175	"methionine salvage pathway"	3.1.3.77-RXN // R82-RXN // R83-RXN	
"UTP6"	"YDR449C"	1357580	1358902	"U Three Protein"	""	""	
"SMD3"	"YLR147C"	434158	434463	"SMD3"	""	""	
"MRPL13"	"YKR006C"	450423	451217	"Mitochondrial Ribosomal Protein, Large subunit"	""	""	
"YKU80"	"YMR106C"	478301	480190	"Yeast KU protein"	""	""	
"YML082W"	"YML082W"	101862	103811	"putative cystathionine &gamma;-synthase YML082W"	"superpathway of sulfur amino acid biosynthesis (<i>Saccharomyces cerevisiae</i>)" // "cysteine biosynthesis IV (fungi)" // "homocysteine and cysteine interconversion"	METBALT-RXN // RXN-15147 // O-SUCCHOMOSERLYASE-RXN	
"BUD3"	"YCL014W"	96281	101191	"BUD site selection"	""	""	
"SMX2"	"YFL017W-A"	103699	103932	"SMX2"	""	""	
"MID1"	"YNL291C"	84169	85815	"Mating pheromone-Induced Death"	""	""	
"TEL1"	"YBL088C"	51019	59382	"TELomere maintenance"	""	PROTEIN-KINASE-RXN	
"UPF3"	"YGR072W"	634304	635467	"UP Frameshift"	""	""	
"NAM2"	"YLR382C"	882067	884751	"Nuclear Accommodation of Mitochondria"	"tRNA charging"	LEUCINE--TRNA-LIGASE-RXN	
"COT1"	"YOR316C"	906236	907555	"CObalt Toxicity"	""	""	
"HAS1"	"YMR290C"	850074	851591	"Helicase Associated with Set1"	""	""	
"CAP2"	"YIL034C"	289226	290089	"CAPping"	""	""	
"CTR9"	"YOL145C"	49555	52788	"Cln Three (CLN3) Requiring"	""	""	
"MRPL7"	"YDR237W"	936615	937493	"Mitochondrial Ribosomal Protein, Large subunit"	""	""	
"NPC2"	"YDL046W"	371240	371761	"Niemann Pick type C homolog"	""	""	
"KAR3"	"YPR141C"	815734	817923	"KARyogamy"	""	""	
"APM4"	"YOL062C"	210520	211995	"clathrin Adaptor Protein complex Medium chain"	""	""	
"RPL14A"	"YKL006W"	431906	432720	"Ribosomal Protein of the Large subunit"	""	""	
"YTA7"	"YGR270W"	1027370	1031509	"Yeast Tat-binding Analog"	""	""	
"GUT2"	"YIL155C"	51759	53708	"glycerol-3-phosphate dehydrogenase"	"glycerol degradation I" // "glycerol-3-phosphate shuttle" // "glycerophosphodiester degradation"	"sn-glycerol 3-phosphate:ubiquinone oxidoreductase"	
"PEX25"	"YPL112C"	337436	338620	"PEroXisome related"	""	""	
"RSP5"	"YER125W"	410189	412618	"Reverses Spt- Phenotype"	""	""	
"PGS1"	"YCL004W"	109105	110670	"phosphatidylglycerolphosphate synthase"	"cardiolipin biosynthesis" // "phosphatidylglycerol biosynthesis"	PHOSPHAGLYPSYN-RXN	
"YPS1"	"YLR120C"	386511	388220	"YaPSin"	""	""	
"VPS53"	"YJL029C"	388385	390853	"Vacuolar Protein Sorting"	""	""	
"NAM7"	"YMR080C"	426712	429627	"Nuclear Accommodation of Mitochondria"	""	""	
"SIP1"	"YDR422C"	1315326	1317773	"SNF1-Interacting Protein"	""	""	
"YBL111C"	"YBL111C"	2907	5009	"YBL111C"	""	""	
"ADD66"	"YKL206C"	49006	49809	"Alpha1-proteinase inhibitor-Degradation Deficient"	""	""	
"ALP1"	"YNL270C"	135940	137661	"ALP1"	""	""	
"ILV5"	"YLR355C"	838066	839253	"acetohydroxyacid reductoisomerase"	"valine biosynthesis" // "superpathway of leucine, valine, and isoleucine biosynthesis" // "isoleucine biosynthesis"	ACETOLACTREDUCTOISOM-RXN // ACETOOHBUTREDUCTOISOM-RXN	
"TFC4"	"YGR047C"	586392	589469	"Transcription Factor class C"	""	""	
"CDC26"	"YFR036W"	226963	227337	"Cell Division Cycle"	""	""	
"UAF30"	"YOR295W"	869208	869894	"Upstream Activation Factor subunit"	""	""	
"SKT5"	"YBL061C"	105316	107406	"SKT5"	""	""	
"TIR3"	"YIL011W"	333727	334536	"TIp1-Related"	""	""	
"DCR2"	"YLR361C"	847388	849124	"Dose-dependent Cell cycle Regulator"	""	""	
"UPC2"	"YDR213W"	889751	892492	"UPtake Control"	""	""	
"RRN9"	"YMR270C"	805326	806423	"Regulation of RNA polymerase I"	""	""	
"CLB5"	"YPR120C"	773875	775182	"CycLin B"	""	""	
"SMF1"	"YOL122C"	89692	91419	"Suppressor of Mitochondria import Function"	""	""	
"HIR3"	"YJR140C"	690750	695696	"HIstone Regulation"	""	""	
"OSH2"	"YDL019C"	417663	421514	"OxySterol binding protein Homolog"	""	""	
"IMD2"	"YHR216W"	554396	555967	"IMP dehydrogenase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I" // "guanosine ribonucleotides <i>de novo</i> biosynthesis"	IMP-DEHYDROG-RXN	
"RPP2A"	"YOL039W"	254297	254617	"Ribosomal Protein P2 Alpha"	""	""	
"MAM1"	"YER106W"	372326	373234	"Monopolar microtubule Attachment during Meiosis I"	""	""	
"FMP43"	"YGR243W"	977336	977776	"Found in Mitochondrial Proteome"	""	""	
"HRT3"	"YLR097C"	336231	337265	"High level expression Reduces Ty3 transposition"	""	""	
"RLM1"	"YPL089C"	379120	381150	"Resistance to Lethality of MKK1P386 overexpression"	""	""	
"AEP1"	"YMR064W"	397903	399459	"ATPase ExPression"	""	""	
"POP7"	"YBR167C"	571468	571890	"ribonuclease P"	""	RXN0-6480 // 3.1.26.5-RXN	
"SAF1"	"YBR280C"	762784	764697	"SCF Associated Factor"	""	""	
"EST3"	"YIL009C-A"	335666	336212	"Ever Shorter Telomeres"	""	""	
"NRD1"	"YNL251C"	172588	174315	"Nuclear pre-mRNA Down-regulation"	""	""	
"DIT2"	"YDR402C"	1272234	1273703	"DITyrosine"	""	""	
"SNU71"	"YGR013W"	514554	516416	"Small NUclear ribonucleoprotein associated"	""	""	
"MTR2"	"YKL186C"	92744	93298	"Mrna TRansport"	""	""	
"VPH1"	"YOR270C"	828052	830574	"Vacuolar pH"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I" // "adenosine nucleotides <i>de novo</i> biosynthesis" // "adenosine ribonucleotides <i>de novo</i> biosynthesis"	ATPSYN-RXN	
"MAP1"	"YLR244C"	625168	626331	"methionine aminopeptidase"	""	3.4.11.18-RXN	
"YHR213W"	"YHR213W"	539151	539747	"YHR213W"	""	""	
"UBP6"	"YFR010W"	165067	166566	"UBiquitin-specific Protease"	""	3.4.19.12-RXN	
"HST4"	"YDR191W"	842337	843449	"Homolog of SIR Two (SIR2)"	""	""	
"MRPL16"	"YBL038W"	146187	146885	"Mitochondrial Ribosomal Protein, Large subunit"	""	""	
"SNT309"	"YPR101W"	730492	731019	"Synthetic lethal to prp NineTeen mutation"	""	""	
"RPS25B"	"YLR333C"	795573	795899	"Ribosomal Protein of the Small subunit"	""	""	
"NNF1"	"YJR112W"	637030	637635	"Necessary for Nuclear Function"	""	""	
"RPL20A"	"YMR242C"	753225	754220	"Ribosomal Protein of the Large subunit"	""	""	
"DYS1"	"YHR068W"	232133	233296	"deoxyhypusine synthase"	"hypusine biosynthesis"	2.5.1.46-RXN // RXN-13414 // RXN-13415 // RXN-13416 // RXN-13417	
"IZH4"	"YOL101C"	126982	127920	"Implicated in Zinc Homeostasis"	""	""	
"GET2"	"YER083C"	326174	327031	"Guided Entry of Tailanchored proteins"	""	""	
"VMA9"	"YCL005W-A"	107023	107417	"Vacuolar Membrane Atpase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I" // "adenosine nucleotides <i>de novo</i> biosynthesis" // "adenosine ribonucleotides <i>de novo</i> biosynthesis"	ATPSYN-RXN	
"EMP46"	"YLR080W"	287916	289250	"EMP46"	""	""	
"ESC8"	"YOL017W"	292529	294673	"Establishes Silent Chromatin"	""	""	
"SUB1"	"YMR039C"	348644	349522	"SUppressor of TFIIB mutations"	""	""	
"TOS2"	"YGR221C"	937124	938992	"Target Of Sbf"	""	""	
"RGD1"	"YBR260C"	732639	734639	"Related GAP Domain"	""	""	
"TIM50"	"YPL063W"	429939	431369	"Translocase of the Inner Mitochondrial membrane"	""	""	
"PDR16"	"YNL231C"	215987	217042	"Pleiotropic Drug Resistance"	""	""	
"GAL7"	"YBR018C"	274427	275527	"GAL7"	"D-galactose degradation V (Leloir pathway)"	GALACTURIDYLYLTRANS-RXN	
"RTG2"	"YGL252C"	25718	27484	"ReTroGrade regulation"	""	""	
"STS1"	"YIR011C"	377287	378246	"Sec Twenty-three Suppressor 1"	""	""	
"CLP1"	"YOR250C"	800970	802307	"CLeavage/Polyadenylation factor Ia subunit"	""	""	
"YRA1"	"YDR381W"	1236558	1238004	"Yeast RNA Annealing protein"	""	""	
"CTF8"	"YHR191C"	486230	486631	"Chromosome Transmission Fidelity"	""	""	
"PIR1"	"YKL164C"	141794	142819	"Protein containing Internal Repeats"	""	""	
"HSP42"	"YDR171W"	806621	807748	"Heat Shock Protein"	""	""	
"PCD1"	"YLR151C"	441715	442737	"peroxisomal nudix hydrolase"	""	""	
"NOT5"	"YPR072W"	690107	691789	"NOT5"	""	""	
"CDC4"	"YFL009W"	116145	118484	"Cell Division Cycle"	""	""	
"EMC2"	"YJR088C"	586495	587373	"ER Membrane protein Complex"	""	""	
"APN2"	"YBL019W"	184353	185915	"APurinic/apyrimidinic eNdonuclease"	""	RXN0-2601 // 4.2.99.18-RXN	
"PRS3"	"YHL011C"	80654	81616	"ribose-phosphate pyrophosphokinase"	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes)" // "PRPP biosynthesis"	PRPPSYN-RXN	
"IMH1"	"YLR309C"	749034	751769	"shares with Integrins and Myosins significant Homology"	""	""	
"FCY2"	"YER056C"	266512	268113	"FluoroCYtosine resistance"	""	""	
"MRE11"	"YMR224C"	718575	720653	"Meiotic REcombination"	""	""	
"FRS1"	"YLR060W"	260979	262766	"phenylalanyl (F)-tRNA Synthetase"	""	""	
"AVO1"	"YOL078W"	181682	185212	"Adheres VOraciously (to TOR2)"	""	""	
"UBC7"	"YMR022W"	318680	319177	"E2 ubiquitin-conjugating enzyme UBC7"	""	RXN-15556	
"KIN82"	"YCR091W"	274404	276566	"protein KINase"	""	PROTEIN-KINASE-RXN	
"VHC1"	"YBR235W"	686901	690263	"Vacuolar protein Homologous to CCC family"	""	""	
"KSH1"	"YNL024C-A"	586602	586820	"KSH (similar to the Hungarian word for \"small\")"	""	""	
"RTT106"	"YNL206C"	256788	258155	"Regulator of Ty1 Transposition"	""	""	
"SNG1"	"YGR197C"	892497	894140	"SNG1"	""	""	
"SAP4"	"YGL229C"	64503	66959	"Sit4 Associated Protein"	""	""	
"MET31"	"YPL038W"	480535	481068	"METhionine requiring"	""	""	
"ISU2"	"YOR226C"	761614	762084	"ISU2 [Fe-s} cluster scaffold protein monomer"	"iron-sulfur cluster biosynthesis"	RXN-14381	
"CYC3"	"YAL039C"	68716	69525	"cytochrome c heme lyase"	""	HOLOCYTOCHROME-C-SYNTHASE-RXN	
"CDC23"	"YHR166C"	437170	439050	"Cell Division Cycle"	""	""	
"UBP7"	"YIL156W"	48091	51306	"UBiquitin-specific Protease"	""	3.4.19.12-RXN	
"SWI5"	"YDR146C"	748613	750742	"SWItching deficient"	""	""	
"GGA1"	"YDR358W"	1190059	1191732	"Golgi-localized, Gamma-adaptin ear homology, Arf-binding protein"	""	""	
"MSF1"	"YPR047W"	657529	658938	"Mitochondrial aminoacyl-tRNA Synthetase, Phenylalanine (F)"	"tRNA charging"	PHENYLALANINE--TRNA-LIGASE-RXN	
"MRPL31"	"YKL138C"	185286	185681	"Mitochondrial Ribosomal Protein, Large subunit"	""	""	
"RPA12"	"YJR063W"	555195	555572	"RNA Polymerase A"	""	DNA-DIRECTED-RNA-POLYMERASE-RXN	
"GLG1"	"YKR058W"	552770	554620	"glycogenin glucosyltransferase"	"glycogen biosynthesis"	RXN-7667 // GLYCOGENIN-GLUCOSYLTRANSFERASE-RXN	
"XKS1"	"YGR194C"	886073	887875	"xylulokinase"	"xylulose degradation" // "xylitol degradation"	XYLULOKIN-RXN	
"HAC1"	"YFL031W"	75179	76147	"Homologous to Atf/Creb1"	""	""	
"EDC2"	"YER035W"	222639	223076	"Enhancer of mRNA DeCapping"	""	""	
"TDA8"	"YAL064C-A"	13363	13743	"Topoisomerase I Damage Affected"	""	""	
"RAD5"	"YLR032W"	204991	208500	"RADiation sensitive"	""	""	
"MCM5"	"YLR274W"	691555	693882	"MiniChromosome Maintenance"	""	""	
"MSC1"	"YML128C"	15135	16676	"Meiotic Sister-Chromatid recombination"	""	""	
"RAD14"	"YMR201C"	665845	667044	"RADiation sensitive"	""	""	
"ERV15"	"YBR210W"	645550	645978	"ER Vesicle Protein"	""	""	
"BUD31"	"YCR063W"	228318	228791	"BUD site selection"	""	""	
"YNL181W"	"YNL181W"	298335	299558	"YNL181W"	""	""	
"HOL1"	"YNR055C"	728426	730186	"HistidinOl"	""	""	
"YPT32"	"YGL210W"	93792	94460	"Yeast Protein Two"	""	""	
"MSM1"	"YGR171C"	840824	842551	"Mitochondrial aminoacyl-tRNA Synthetase, Methionine"	"tRNA charging"	METHIONINE--TRNA-LIGASE-RXN	
"BFR1"	"YOR198C"	718653	720065	"BreFeldin A Resistance"	""	""	
"SWI1"	"YPL016W"	521014	524958	"SWItching deficient"	""	""	
"DAS2"	"YDR020C"	485746	486444	"uridine kinase"	"pyrimidine ribonucleosides salvage I" // "salvage pathways of pyrimidine ribonucleotides"	URIDINEKIN-RXN // "GTP:uridine 5'-phosphotransferase"	
"THI13"	"YDL244W"	16204	17226	MONOMER3O-9145	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes)" // "4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis"	RXN3O-3797	
"SKG6"	"YHR149C"	394455	396659	"Suppressor of lethality of Kex2 Gas1 double null mutant"	""	""	
"OM45"	"YIL136W"	93619	94800	"Outer Membrane"	""	""	
"ECM18"	"YDR125C"	701397	702758	"ExtraCellular Mutant"	""	""	
"MSN5"	"YDR335W"	1141168	1144842	"Multicopy suppressor of SNF1 mutation"	""	""	
"CCL1"	"YPR025C"	613377	614558	"CCL1"	""	""	
"RAD27"	"YKL113C"	224727	225875	"RADiation sensitive"	""	""	
"POL32"	"YJR043C"	516461	517513	"POLymerase"	""	""	
"OCT1"	"YKL134C"	189124	191442	"octapeptidyl amino-peptidase"	""	3.4.24.59-RXN	
"NMA2"	"YGR010W"	511545	512732	YGR010W-MONOMER	"nicotinamide riboside salvage pathway I" // "NAD biosynthesis II (from tryptophan)" // "NAD salvage pathway" // "NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde"	2.7.7.1-RXN // NICONUCADENYLYLTRAN-RXN	
"YFL054C"	"YFL054C"	20847	22787	"YFL054C"	""	""	
"PRE1"	"YER012W"	177835	178431	"PRoteinase yscE"	""	3.4.25.1-RXN	
"SWD1"	"YAR003W"	155005	156285	"Set1c, WD40 repeat protein"	""	""	
"TEN1"	"YLR010C"	167320	167802	"TElomeric pathways with STn1"	""	""	
"GFA1"	"YKL104C"	243220	245373	"glucoseamine-6-phosphate synthase"	"chitin biosynthesis" // "UDP-N-acetylglucosamine biosynthesis" // "UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II"	L-GLN-FRUCT-6-P-AMINOTRANS-RXN	
"THI6"	"YPL214C"	148569	150191	"TMP diphosphorylase/hydroxyethylthiazole kinase"	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes)" // "thiamin diphosphate biosynthesis IV (eukaryotes)" // "4-methyl-5(&beta;-hydroxyethyl)thiazole salvage" // "thiamin formation from pyrithiamine and oxythiamine"	THIAZOLSYN3-RXN // THI-P-SYN-RXN	
"THI5"	"YFL058W"	12929	13951	MONOMER3O-3915	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes)" // "4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis"	RXN3O-3797	
"MDM1"	"YML104C"	58939	62322	"Mitochondrial Distribution and Morphology"	""	""	
"FLO9"	"YAL063C"	24000	27968	"FLOcculation"	""	""	
"GDT1"	"YBR187W"	602634	603476	"Gcr1 Dependent Translation factor"	""	""	
"ARV1"	"YLR242C"	622918	623883	"ARE2 Required for Viability"	""	""	
"ASI2"	"YNL159C"	338478	339347	"Amino acid Sensor-Independent"	""	""	
"ECM5"	"YMR176W"	611740	615975	"ExtraCellular Mutant"	""	""	
"YGL185C"	"YGL185C"	153167	154306	"YGL185C"	""	""	
"SYP1"	"YCR030C"	173826	176438	"Suppressor of Yeast Profilin deletion"	""	""	
"MPC54"	"YOR177C"	665785	667179	"Meiotic Plaque Component"	""	""	
"BUD17"	"YNR027W"	674923	675876	"BUD site selection"	""	""	
"LRG1"	"YDL240W"	22823	25876	"Lim-RhoGap homolog"	""	""	
"CBF2"	"YGR140W"	767429	770299	"Centromere-Binding Factor"	""	""	
"LSM12"	"YHR121W"	352756	353319	"Like SM"	""	""	
"YOL019W-A"	"YOL019W-A"	288420	288572	"YOL019W-A"	""	""	
"SPO71"	"YDR104C"	661173	664910	"SPOrulation"	""	""	
"POR2"	"YIL114C"	149143	149988	"PORin"	""	""	
"ICL2"	"YPR006C"	567269	568996	"mitochondrial 2-methylisocitrate lyase"	""	METHYLISOCITRATE-LYASE-RXN	
"SSF2"	"YDR312W"	1087581	1088942	"Suppressor of ste4 (Four)"	""	""	
"MHO1"	"YJR008W"	452430	453446	"Memo HOmolog"	""	""	
"AI4"	"Q0065"	13818	21935	"AI4"	""	""	
"ALG2"	"ALG2"	379760	381271	"ALG2 mannosyltransferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	RXN-5462 // RXN-5463	"6369318" // "9878760" // "8400550"
"HOT13"	"YKL084W"	280509	280859	"Helper Of Tim"	""	""	
"NPR2"	"YEL062W"	34407	36254	"Nitrogen Permease Regulator"	""	""	
"XPT1"	"YJR133W"	672991	673620	"xanthine phosphoribosyl transferase"	"guanine and guanosine salvage I" // "salvage pathways of adenine, hypoxanthine and their nucleosides" // "adenine and adenosine salvage IV" // "superpathway of purine nucleosides salvage" // "xanthine and xanthosine salvage" // "salvage pathways of guanine, xanthine and their nucleosides"	GUANPRIBOSYLTRAN-RXN // HYPOXANPRIBOSYLTRAN-RXN // XANPRIBOSYLTRAN-RXN	
"COF1"	"YLL050C"	39804	40414	"COFilin"	""	""	
"RPL34A"	"YER056C-A"	269423	270185	"Ribosomal Protein of the Large subunit"	""	""	
"HXT12"	"YIL170W"	19847	21220		""	""	
"PDE2"	"YOR360C"	1013241	1014821	"high affinity cAMP phosphodiesterase"	""	3.1.4.17-RXN	
"RBG1"	"YAL036C"	75043	76152	"RiBosome interacting Gtpase"	""	""	
YIL168W		29032	29415		""	""	
"WAR1"	"YML076C"	112513	115347	"Weak Acid Resistance"	""	""	
"CDC123"	"YLR215C"	570776	571858	"Cell Division Cycle"	""	""	
"YIL080W"	"YIL080W"	205635	210357		""	""	
"EXO5"	"YBR163W"	565723	567480	"EXOnuclease V"	""	RXN0-2605	
"TPP1"	"YMR156C"	570300	571016	"Three Prime Phosphatase"	""	""	
"FDH2"	"YPL275W"	18369	19079		""	""	
"FYV6"	"YNL133C"	374171	374692	"Function required for Yeast Viability"	""	""	
"SAT4"	"YCR008W"	128470	130281	"SAT4"	""	PROTEIN-KINASE-RXN	
"YCL074W"	"YCL074W"	2824	3750		""	""	
"YRB30"	"YGL164C"	191978	193300	"Yeast Ran Binder"	""	""	
"ATO2"	"YNR002C"	633008	633856	"Ammonia (Ammonium) Transport Outward"	""	""	
"YLL017W"	"YLL017W"	112234	112545		""	""	
"NFI1"	"YOR156C"	628360	630540	"Neck Filament Interacting"	""	""	
"SPT6"	"YGR116W"	720409	724764	"SuPpressor of Ty's"	""	""	
"YIR043C"	"YIR043C"	437043	437735		""	""	
"DTD1"	"YDL219W"	65242	65765	"D-Tyr-tRNA(Tyr) Deacylase"	""	""	
"MRS6"	"YOR370C"	1029183	1030994	"Mitochondrial RNA Splicing"	""	""	
"YIL171W"	"YIL171W"	19515	19844		""	""	
"GEP4"	"YHR100C"	314116	314673	"GEnetic interactors of Prohibitins"	""	""	
"ICE2"	"YIL090W"	193595	195070	"Inheritance of Cortical ER"	""	""	
"SDL1"	"YIL167W"	29416	30048		""	""	
"RRP8"	"YDR083W"	612073	613251	"Ribosomal RNA Processing"	""	""	
"HRQ1"	"YDR291W"	1039728	1042961	"Homologous to RecQ protein"	""	""	
"YPL276W"	"YPL276W"	17948	18385		""	""	
"YPL260W"	"YPL260W"	49303	50958	"YPL260W"	""	""	
"OPT2"	"YPR194C"	924304	926937	"OligoPeptide Transporter"	""	""	
"YCL075W"	"YCL075W"	2126	2566		""	""	
"LAA1"	"YJL207C"	41389	47433	"Large AP-1 Accessory"	""	""	
"TOA2"	"YKL058W"	330166	330534	"TOA2"	""	""	
"YNL054W-B"	"YNL054W-B"	519456	524706		""	""	
"FET5"	"YFL041W"	49139	51007	"multicopper oxidase"	""	""	
"ACO2"	"YJL200C"	56444	58813	"aconitate hydratase"	"glyoxylate cycle" // "TCA cycle, aerobic respiration"	"cis-aconitate hydratase" // ACONITATEDEHYDR-RXN	
"YAR061W"	"YAR061W"	218140	218343		""	""	
"CYC7"	"YEL039C"	79636	79977	"CYtochrome C"	""	""	
"RPH1"	"YER169W"	523369	525759	"Regulator of PHR1"	""	""	
"YIR044C"	"YIR044C"	437994	438179		""	""	
"TPO1"	"YLL028W"	84804	86564	"Transporter of POlyamines"	""	""	
"PSK1"	"YAL017W"	120225	124295	"Pas domain-containing Serine/threonine protein Kinase"	""	PROTEIN-KINASE-RXN	
"YIL174W"	"YIL174W"	9469	9696		""	""	
"HIS3"	"YOR202W"	721946	722608	"imidazole glycerol-phosphate dehydratase"	"histidine biosynthesis"	IMIDPHOSDEHYD-RXN	
"HCR1"	"YLR192C"	538792	539589	"High-Copy suppressor of Rpg1"	""	""	
"YIL168W"	YIL168W	29032	29415		""	""	
"CMP2"	"YML057W"	160180	161994	"CalModulin binding Protein"	""	3.1.3.16-RXN	
"REC114"	"YMR133W"	536207	537609	"RECombination"	""	""	
"YPL060C-A"	"YPL060C-A"	439428	442742		""	""	
"YBR141C"	"YBR141C"	527025	528038	"YBR141C"	""	""	
"LRE1"	"YCL051W"	35865	37616	"Laminarase REsistance"	""	""	
"YDR134C"	"YDR134C"	721071	721481		""	""	
"NOP15"	"YNL110C"	417826	418488	"NucleOlar Protein"	""	""	
"ATP11"	"YNL315C"	43324	44280	"ATP synthase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I" // "adenosine nucleotides <i>de novo</i> biosynthesis" // "adenosine ribonucleotides <i>de novo</i> biosynthesis"	ATPSYN-RXN	
"YOL153C"	"YOL153C"	36822	38567		""	""	
"HUL5"	"YGL141W"	238353	241085	"Hect Ubiquitin Ligase"	""	""	
"TPC1"	"YGR096W"	676621	677565	"Thiamine Pyrophosphate Carrier"	""	""	
"YAR062W"	"YAR062W"	218549	219145		""	""	
"ORT1"	"YOR130C"	569929	570807	"ORnithine Transporter"	""	""	
"PUT4"	"YOR348C"	986899	988782	"Proline UTilization"	""	""	
"SDC25"	"YLL016W"	112847	115993		""	""	
"ASF2"	"YDL197C"	104917	106494	"Anti-Silencing Function"	""	""	
"ARC15"	"YIL062C"	243998	244462	"ARp2/3 Complex subunit"	""	""	
"YIL175W"	"YIL175W"	9183	9500		""	""	
"LRP1"	"YHR081W"	267538	268092	"Like RrP6"	""	""	
"HEL2"	"YDR266C"	1000104	1002023	"Histone E3 Ligase"	""	""	
"RPS13"	"YDR064W"	579458	580452	"Ribosomal Protein of the Small subunit"	""	""	
"LSB6"	"YJL100W"	237263	239086	"1-phosphatidylinositol 4-kinase"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis" // "phosphatidylinositol phosphate biosynthesis" // "3-phosphoinositide biosynthesis"	1-PHOSPHATIDYLINOSITOL-KINASE-RXN	
"HSP82"	"YPL240C"	96496	98625	"Heat Shock Protein"	""	""	
"AIM26"	"YKL037W"	369365	369721	"Altered Inheritance rate of Mitochondria"	""	""	
"MNN11"	"YJL183W"	84068	85336	"MaNNosyltransferase"	""	""	
"TDH1"	"YJL052W"	338271	339269	"glyceraldehyde-3-phosphate dehydrogenase"	"gluconeogenesis" // "glycolysis" // "glycolysis III (from glucose)"	1.2.1.9-RXN // GAPOXNPHOSPHN-RXN	
"HIS1"	"YER055C"	264892	265785	"ATP phosphoribosyltransferase"	"histidine biosynthesis"	ATPPHOSPHORIBOSYLTRANS-RXN	
"PEA2"	"YER149C"	466208	467470	"PEAnut shmoo mutant"	""	""	
"VAC8"	"YEL013W"	128825	130561	"VACuole related"	""	""	
"TRX2"	"YGR209C"	912913	913227	"oxidized thioredoxin 2" // "reduced thioredoxin 2"	"guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "pyrimidine deoxyribonucleotides biosynthesis from CTP" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis" // "adenosine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "adenosine nucleotides <i>de novo</i> biosynthesis" // "sulfate reduction I (assimilatory)" // "thioredoxin system"	""	
"COX17"	"YLL009C"	131205	131414	"Cytochrome c OXidase"	""	""	
"SHH4"	"YLR164W"	493883	494389	"SDH4 Homolog"	""	""	
"RKI1"	"YOR095C"	503552	504328	"ribose-5-phosphate ketol-isomerase"	"pentose phosphate pathway" // "pentose phosphate pathway (non-oxidative branch)"	RIB5PISOM-RXN	
"MED11"	"YMR112C"	494100	494495	"MEDiator complex"	""	""	
"RCF1"	"YML030W"	216435	216914	"Respiratory superComplex Factor"	""	""	
"AGP1"	"YCL025C"	76018	77919	"high-Affinity Glutamine Permease"	""	""	
"CBP6"	"YBR120C"	480435	480923	"Cytochrome B Protein synthesis"	""	""	
"CLA4"	"YNL298W"	68915	71443	"CLn Activity dependant"	""	PROTEIN-KINASE-RXN	
"TCB2"	"YNL087W"	462411	465947	"Three Calcium and lipid Binding domains (TriCalBins)"	""	""	
"PEX8"	"YGR077C"	637744	639513	"PEroXin"	""	""	
"GPG1"	"YGL121C"	280777	281157	"G Protein Gamma"	""	""	
"FRT1"	"YOR324C"	923232	925040	"Functionally Related to TCP1"	""	""	
"PIN2"	"YOR104W"	517642	518490	"Psi+ INducibility"	""	""	
"NOT3"	"YIL038C"	280142	282652	"NOT3"	""	""	
"UGA3"	"YDL170W"	156318	157904	"Utilization of GAba"	""	""	
"PEX5"	"YDR244W"	950563	952401	"PEroXin"	""	""	
"RSC30"	"YHR056C"	215183	217834	"Remodel the Structure of Chromatin"	""	""	
"SUE1"	"YPR151C"	831055	831675	"SUE1"	""	""	
